Epiweek_start,I1sum,I1new,I2sum,I2new
2024/1/14,2029,0,3334,4
2024/1/21,2031,2,3334,0
2024/1/28,2031,0,3337,3
2024/2/4,2032,1,3337,0
2024/2/11,2033,1,3339,2
2024/2/18,2034,1,3339,0
2024/2/25,2034,0,3341,2
2024/3/3,2034,0,3342,1
2024/3/10,2034,0,3342,0
2024/3/17,2034,0,3343,1
2024/3/24,2034,0,3343,0
2024/3/31,2034,0,3344,1
2024/4/7,2034,0,3345,1
2024/4/14,2034,0,3345,0
2024/4/21,2034,0,3345,0
