Epiweek_start,I1sum,I1new,I2sum,I2new
2024/1/14,675,0,1071,0
2024/1/21,676,1,1071,0
2024/1/28,676,0,1072,1
2024/2/4,677,1,1072,0
2024/2/11,678,1,1072,0
2024/2/18,679,1,1072,0
2024/2/25,679,0,1072,0
2024/3/3,679,0,1072,0
2024/3/10,679,0,1072,0
2024/3/17,679,0,1072,0
2024/3/24,679,0,1072,0
2024/3/31,679,0,1072,0
2024/4/7,679,0,1073,1
2024/4/14,679,0,1073,0
2024/4/21,679,0,1073,0
