Epiweek_start,I1sum,I1new,I2sum,I2new
2024/1/14,428,0,552,2
2024/1/21,429,1,552,0
2024/1/28,429,0,553,1
2024/2/4,429,0,553,0
2024/2/11,429,0,553,0
2024/2/18,429,0,553,0
2024/2/25,429,0,554,1
2024/3/3,429,0,554,0
2024/3/10,429,0,554,0
2024/3/17,429,0,554,0
2024/3/24,429,0,554,0
2024/3/31,429,0,554,0
2024/4/7,429,0,554,0
2024/4/14,429,0,554,0
2024/4/21,429,0,554,0
