Epiweek_start,I1sum,I1new,I2sum,I2new
2024/1/14,88,0,238,0
2024/1/21,88,0,238,0
2024/1/28,88,0,238,0
2024/2/4,88,0,238,0
2024/2/11,88,0,238,0
2024/2/18,88,0,238,0
2024/2/25,88,0,238,0
2024/3/3,88,0,238,0
2024/3/10,88,0,238,0
2024/3/17,88,0,238,0
2024/3/24,88,0,238,0
2024/3/31,88,0,238,0
2024/4/7,88,0,238,0
2024/4/14,88,0,238,0
2024/4/21,88,0,238,0
