Epiweek_start,I1sum,I1new,I2sum,I2new
2024/1/14,307,0,653,1
2024/1/21,307,0,653,0
2024/1/28,307,0,653,0
2024/2/4,307,0,653,0
2024/2/11,307,0,654,1
2024/2/18,307,0,654,0
2024/2/25,307,0,654,0
2024/3/3,307,0,654,0
2024/3/10,307,0,654,0
2024/3/17,307,0,655,1
2024/3/24,307,0,655,0
2024/3/31,307,0,655,0
2024/4/7,307,0,655,0
2024/4/14,307,0,655,0
2024/4/21,307,0,655,0
