Epiweek_start,I1sum,I1new,I2sum,I2new
2024/1/14,507,0,730,0
2024/1/21,507,0,730,0
2024/1/28,507,0,731,1
2024/2/4,507,0,731,0
2024/2/11,507,0,732,1
2024/2/18,507,0,732,0
2024/2/25,507,0,733,1
2024/3/3,507,0,734,1
2024/3/10,507,0,734,0
2024/3/17,507,0,734,0
2024/3/24,507,0,734,0
2024/3/31,507,0,735,1
2024/4/7,507,0,735,0
2024/4/14,507,0,735,0
2024/4/21,507,0,735,0
